"Mod name","Registry name","Item ID","Display name"
"Biomes O' Plenty","biomesoplenty:umbran_fence_gate",1180,"Umbran Fence Gate"
"Biomes O' Plenty","biomesoplenty:umbran_leaves",1171,"Umbran Leaves"
"Biomes O' Plenty","biomesoplenty:umbran_log",1172,"Umbran Log"
"Biomes O' Plenty","biomesoplenty:umbran_planks",1176,"Umbran Planks"
"Biomes O' Plenty","biomesoplenty:umbran_pressure_plate",1183,"Umbran Pressure Plate"
"Biomes O' Plenty","biomesoplenty:umbran_sapling",1170,"Umbran Sapling"
"Biomes O' Plenty","biomesoplenty:umbran_slab",1178,"Umbran Slab"
"Biomes O' Plenty","biomesoplenty:umbran_stairs",1177,"Umbran Stairs"
"Biomes O' Plenty","biomesoplenty:umbran_trapdoor",1182,"Umbran Trapdoor"
"Biomes O' Plenty","biomesoplenty:umbran_wood",1173,"Umbran Wood"
"Biomes O' Plenty","biomesoplenty:violet",1201,"Violet"
"Biomes O' Plenty","biomesoplenty:watergrass",1221,"Watergrass"
"Biomes O' Plenty","biomesoplenty:white_cherry_leaves",1064,"White Cherry Blossoms"
"Biomes O' Plenty","biomesoplenty:white_cherry_sapling",1063,"White Cherry Sapling"
"Biomes O' Plenty","biomesoplenty:white_sand",976,"White Sand"
"Biomes O' Plenty","biomesoplenty:white_sandstone",977,"White Sandstone"
"Biomes O' Plenty","biomesoplenty:white_sandstone_slab",979,"White Sandstone Slab"
"Biomes O' Plenty","biomesoplenty:white_sandstone_stairs",978,"White Sandstone Stairs"
"Biomes O' Plenty","biomesoplenty:white_sandstone_wall",980,"White Sandstone Wall"
"Biomes O' Plenty","biomesoplenty:wildflower",1203,"Wildflower"
"Biomes O' Plenty","biomesoplenty:willow_boat",3435,"Willow Boat"
"Biomes O' Plenty","biomesoplenty:willow_button",1139,"Willow Button"
"Biomes O' Plenty","biomesoplenty:willow_door",1136,"Willow Door"
"Biomes O' Plenty","biomesoplenty:willow_fence",1134,"Willow Fence"
"Biomes O' Plenty","biomesoplenty:willow_fence_gate",1135,"Willow Fence Gate"
"Biomes O' Plenty","biomesoplenty:willow_leaves",1126,"Willow Leaves"
"Biomes O' Plenty","biomesoplenty:willow_log",1127,"Willow Log"
"Biomes O' Plenty","biomesoplenty:willow_planks",1131,"Willow Planks"
"Biomes O' Plenty","biomesoplenty:willow_pressure_plate",1138,"Willow Pressure Plate"
"Biomes O' Plenty","biomesoplenty:willow_sapling",1125,"Willow Sapling"
"Biomes O' Plenty","biomesoplenty:willow_slab",1133,"Willow Slab"
"Biomes O' Plenty","biomesoplenty:willow_stairs",1132,"Willow Stairs"
"Biomes O' Plenty","biomesoplenty:willow_trapdoor",1137,"Willow Trapdoor"
"Biomes O' Plenty","biomesoplenty:willow_vine",1212,"Willow Vine"
"Biomes O' Plenty","biomesoplenty:willow_wood",1128,"Willow Wood"
"Biomes O' Plenty","biomesoplenty:wilted_lily",1208,"Wilted Lily"
"Biomes O' Plenty","biomesoplenty:yellow_autumn_leaves",1028,"Yellow Autumn Leaves"
"Biomes O' Plenty","biomesoplenty:yellow_autumn_sapling",1027,"Yellow Autumn Sapling"
"Builders Crafts & Addition","buildersaddition:acacia_vertical_slab",3516,"Acacia Panel"
"Builders Crafts & Addition","buildersaddition:andesite_vertical_slab",3542,"Andesite Panel"
"Builders Crafts & Addition","buildersaddition:arcade",3727,"Arcade"
"Builders Crafts & Addition","buildersaddition:bedside_table_acacia",3708,"Acacia Bedside Table"
"Builders Crafts & Addition","buildersaddition:bedside_table_birch",3707,"Birch Bedside Table"
"Builders Crafts & Addition","buildersaddition:bedside_table_crimson",3711,"Crimson Bedside Table"
"Builders Crafts & Addition","buildersaddition:bedside_table_dark_oak",3709,"Dark Oak Bedside Table"
"Builders Crafts & Addition","buildersaddition:bedside_table_jungle",3710,"Jungle Bedside Table"
"Builders Crafts & Addition","buildersaddition:bedside_table_oak",3705,"Oak Bedside Table"
"Builders Crafts & Addition","buildersaddition:bedside_table_spruce",3706,"Spruce Bedside Table"
"Builders Crafts & Addition","buildersaddition:bedside_table_warped",3712,"Warped Bedside Table"
"Builders Crafts & Addition","buildersaddition:bench_acacia",3678,"Acacia Bench"
"Builders Crafts & Addition","buildersaddition:bench_birch",3674,"Birch Bench"
"Builders Crafts & Addition","buildersaddition:bench_crimson",3680,"Nether Bench"
"Builders Crafts & Addition","buildersaddition:bench_dark_oak",3676,"Dark Oak Bench"
"Builders Crafts & Addition","buildersaddition:bench_jungle",3677,"Jungle Bench"
"Builders Crafts & Addition","buildersaddition:bench_oak",3673,"Oak Bench"
"Builders Crafts & Addition","buildersaddition:bench_spruce",3675,"Spruce Bench"
"Builders Crafts & Addition","buildersaddition:bench_warped",3679,"Warped Bench"
"Builders Crafts & Addition","buildersaddition:birch_vertical_slab",3514,"Birch Panel"
"Builders Crafts & Addition","buildersaddition:blackstone_vertical_slab",3548,"Blackstone Panel"
"Builders Crafts & Addition","buildersaddition:bookshelf_acacia",3646,"Acacia Bookshelf"
"Builders Crafts & Addition","buildersaddition:bookshelf_birch",3642,"Birch Bookshelf"
"Builders Crafts & Addition","buildersaddition:bookshelf_crimson",3648,"Crimson Bookshelf"
"Builders Crafts & Addition","buildersaddition:bookshelf_dark_oak",3644,"Dark Oak Bookshelf"
"Builders Crafts & Addition","buildersaddition:bookshelf_jungle",3645,"Jungle Bookshelf"
"Builders Crafts & Addition","buildersaddition:bookshelf_oak",3641,"Oak Bookshelf"
"Builders Crafts & Addition","buildersaddition:bookshelf_spruce",3643,"Spruce Bookshelf"
"Builders Crafts & Addition","buildersaddition:bookshelf_warped",3647,"Warped Bookshelf"
"Builders Crafts & Addition","buildersaddition:bricks_vertical_slab",3523,"Bricks Panel"
"Builders Crafts & Addition","buildersaddition:cabinet_acacia",3662,"Acacia Cabinet"
"Builders Crafts & Addition","buildersaddition:cabinet_birch",3658,"Birch Cabinet"
"Builders Crafts & Addition","buildersaddition:cabinet_crimson",3664,"Crimson Cabinet"
"Builders Crafts & Addition","buildersaddition:cabinet_dark_oak",3660,"Dark Oak Cabinet"
"Builders Crafts & Addition","buildersaddition:cabinet_jungle",3661,"Jungle Cabinet"
"Builders Crafts & Addition","buildersaddition:cabinet_oak",3657,"Oak Cabinet"
"Builders Crafts & Addition","buildersaddition:cabinet_spruce",3659,"Spruce Cabinet"
"Builders Crafts & Addition","buildersaddition:cabinet_warped",3663,"Warped Cabinet"
"Builders Crafts & Addition","buildersaddition:candle",3725,"Candle"
"Builders Crafts & Addition","buildersaddition:cobblestone_vertical_slab",3522,"Cobblestone Panel"
"Builders Crafts & Addition","buildersaddition:counter_acacia_andesite",3621,"Acacia Andesite Counter"
"Builders Crafts & Addition","buildersaddition:counter_acacia_blackstone",3624,"Acacia Blackstone Counter"
"Builders Crafts & Addition","buildersaddition:counter_acacia_diorite",3622,"Acacia Diorite Counter"
"Builders Crafts & Addition","buildersaddition:counter_acacia_granite",3623,"Acacia Granite Counter"
"Builders Crafts & Addition","buildersaddition:counter_birch_andesite",3617,"Birch Andesite Counter"
"Builders Crafts & Addition","buildersaddition:counter_birch_blackstone",3620,"Birch Blackstone Counter"
"Builders Crafts & Addition","buildersaddition:counter_birch_diorite",3618,"Birch Diorite Counter"
"Builders Crafts & Addition","buildersaddition:counter_birch_granite",3619,"Birch Granite Counter"
"Builders Crafts & Addition","buildersaddition:counter_crimson_andesite",3633,"Crimson Andesite Counter"
"Builders Crafts & Addition","buildersaddition:counter_crimson_blackstone",3636,"Crimson Blackstone Counter"
"Builders Crafts & Addition","buildersaddition:counter_crimson_diorite",3634,"Crimson Diorite Counter"
"Builders Crafts & Addition","buildersaddition:counter_crimson_granite",3635,"Crimson Granite Counter"
"Builders Crafts & Addition","buildersaddition:counter_dark_oak_andesite",3625,"Dark Oak Andesite Counter"
"Builders Crafts & Addition","buildersaddition:counter_dark_oak_blackstone",3628,"Dark Oak Blackstone Counter"
"Builders Crafts & Addition","buildersaddition:counter_dark_oak_diorite",3626,"Dark Oak Diorite Counter"
"Builders Crafts & Addition","buildersaddition:counter_dark_oak_granite",3627,"Dark Oak Granite Counter"
"Builders Crafts & Addition","buildersaddition:counter_jungle_andesite",3629,"Jungle Andesite Counter"
"Builders Crafts & Addition","buildersaddition:counter_jungle_blackstone",3632,"Jungle Blackstone Counter"
"Builders Crafts & Addition","buildersaddition:counter_jungle_diorite",3630,"Jungle Diorite Counter"
"Builders Crafts & Addition","buildersaddition:counter_jungle_granite",3631,"Jungle Granite Counter"
"Builders Crafts & Addition","buildersaddition:counter_oak_andesite",3609,"Oak Andesite Counter"
"Builders Crafts & Addition","buildersaddition:counter_oak_blackstone",3612,"Oak Blackstone Counter"
"Builders Crafts & Addition","buildersaddition:counter_oak_diorite",3610,"Oak Diorite Counter"
"Builders Crafts & Addition","buildersaddition:counter_oak_granite",3611,"Oak Granite Counter"
"Builders Crafts & Addition","buildersaddition:counter_spruce_andesite",3613,"Spruce Andesite Counter"
"Builders Crafts & Addition","buildersaddition:counter_spruce_blackstone",3616,"Spruce Blackstone Counter"
"Builders Crafts & Addition","buildersaddition:counter_spruce_diorite",3614,"Spruce Diorite Counter"
"Builders Crafts & Addition","buildersaddition:counter_spruce_granite",3615,"Spruce Granite Counter"
"Builders Crafts & Addition","buildersaddition:counter_warped_andesite",3637,"Warped Andesite Counter"
"Builders Crafts & Addition","buildersaddition:counter_warped_blackstone",3640,"Warped Blackstone Counter"
"Builders Crafts & Addition","buildersaddition:counter_warped_diorite",3638,"Warped Diorite Counter"
"Builders Crafts & Addition","buildersaddition:counter_warped_granite",3639,"Warped Granite Counter"
"Builders Crafts & Addition","buildersaddition:crimson_vertical_slab",3546,"Crimson Panel"
"Builders Crafts & Addition","buildersaddition:crossrail",3720,"Crossrail"
"Builders Crafts & Addition","buildersaddition:cupboard_acacia",3670,"Acacia Cupboard"
"Builders Crafts & Addition","buildersaddition:cupboard_birch",3666,"Birch Cupboard"
"Builders Crafts & Addition","buildersaddition:cupboard_crimson",3672,"Crimson Cupboard"
"Builders Crafts & Addition","buildersaddition:cupboard_dark_oak",3668,"Dark Oak Cupboard"
"Builders Crafts & Addition","buildersaddition:cupboard_jungle",3669,"Jungle Cupboard"
"Builders Crafts & Addition","buildersaddition:cupboard_oak",3665,"Oak Cupboard"
"Builders Crafts & Addition","buildersaddition:cupboard_spruce",3667,"Spruce Cupboard"
"Builders Crafts & Addition","buildersaddition:cupboard_warped",3671,"Warped Cupboard"
"Builders Crafts & Addition","buildersaddition:cut_basalt_pillar",3568,"Cut Basalt Pillar"
"Builders Crafts & Addition","buildersaddition:cut_blackstone_pillar",3569,"Cut Blackstone Bricks Pillar"
"Builders Crafts & Addition","buildersaddition:cut_bricks_pillar",3555,"Cut Bricks Pillar"
"Builders Crafts & Addition","buildersaddition:cut_cobblestone_pillar",3554,"Cut Cobblestone Pillar"
"Builders Crafts & Addition","buildersaddition:cut_end_stone_bricks_pillar",3566,"Cut End Stone Bricks Pillar"
"Builders Crafts & Addition","buildersaddition:cut_mossy_cobblestone_pillar",3565,"Cut Mossy Cobblestone Pillar"
"Builders Crafts & Addition","buildersaddition:cut_mossy_stone_bricks_pillar",3564,"Cut Mossy Stone Bricks Pillar"
"Builders Crafts & Addition","buildersaddition:cut_nether_bricks_pillar",3557,"Cut Nether Bricks Pillar"
"Builders Crafts & Addition","buildersaddition:cut_prismarine_pillar",3561,"Cut Prismarine Pillar"
"Builders Crafts & Addition","buildersaddition:cut_purpur_pillar",3560,"Cut Purpur Pillar"
"Builders Crafts & Addition","buildersaddition:cut_quartz_bricks_pillar",3570,"Cut Quartz Bricks Pillar"
"Builders Crafts & Addition","buildersaddition:cut_quartz_pillar",3558,"Cut Quartz Pillar"
"Builders Crafts & Addition","buildersaddition:cut_red_nether_bricks_pillar",3567,"Cut Red Nether Bricks Pillar"
"Builders Crafts & Addition","buildersaddition:cut_red_sandstone_pillar",3559,"Cut Red Sandstone Pillar"
"Builders Crafts & Addition","buildersaddition:cut_red_sandstone_vertical_slab",3528,"Cut Red Sandstone Panel"
"Builders Crafts & Addition","buildersaddition:cut_sandstone_pillar",3553,"Cut Sandstone Pillar"
"Builders Crafts & Addition","buildersaddition:cut_sandstone_vertical_slab",3521,"Cut Sandstone Panel"
"Builders Crafts & Addition","buildersaddition:cut_smooth_red_sandstone_pillar",3562,"Cut Smooth Red Sandstone Pillar"
"Builders Crafts & Addition","buildersaddition:cut_smooth_sandstone_pillar",3563,"Cut Smooth Sandstone Pillar"
"Builders Crafts & Addition","buildersaddition:cut_smooth_stone_pillar",3552,"Cut Smooth Stone Pillar"
"Builders Crafts & Addition","buildersaddition:cut_stone_bricks_pillar",3556,"Cut Stone Bricks Pillar"
"Builders Crafts & Addition","buildersaddition:cut_stone_pillar",3551,"Cut Stone Pillar"
"Builders Crafts & Addition","buildersaddition:dark_oak_vertical_slab",3517,"Dark Oak Panel"
"Builders Crafts & Addition","buildersaddition:dark_prismarine_vertical_slab",3532,"Dark Prismarine Panel"
"Builders Crafts & Addition","buildersaddition:diorite_vertical_slab",3545,"Diorite Panel"
"Builders Crafts & Addition","buildersaddition:end_stone_bricks_vertical_slab",3538,"End Stone Bricks Panel"
"Builders Crafts & Addition","buildersaddition:entity_detector",3730,"Detector"
"Builders Crafts & Addition","buildersaddition:fireplace_guard",3728,"Fireplace Guard"
"Builders Crafts & Addition","buildersaddition:granite_vertical_slab",3541,"Granite Panel"
"Builders Crafts & Addition","buildersaddition:gravel_path",3719,"Gravel Path"
"Builders Crafts & Addition","buildersaddition:hedge_acacia",3608,"Acacia Hedge"
"Builders Crafts & Addition","buildersaddition:hedge_birch",3605,"Birch Hedge"
"Builders Crafts & Addition","buildersaddition:hedge_dark_oak",3606,"Dark Oak Hedge"
"Builders Crafts & Addition","buildersaddition:hedge_jungle",3607,"Jungle Hedge"
"Builders Crafts & Addition","buildersaddition:hedge_oak",3603,"Oak Hedge"
"Builders Crafts & Addition","buildersaddition:hedge_spruce",3604,"Spruce Hedge"
"Builders Crafts & Addition","buildersaddition:iron_fence",3716,"Iron Fence"
"Builders Crafts & Addition","buildersaddition:iron_fence_rough",3717,"Cast Iron Fence"
"Builders Crafts & Addition","buildersaddition:iron_ladder",3714,"Iron Ladder"
"Builders Crafts & Addition","buildersaddition:iron_ladder_rough",3715,"Cast Iron Ladder"
"Builders Crafts & Addition","buildersaddition:iron_rod",3731,"Iron Rod"
"Builders Crafts & Addition","buildersaddition:jungle_vertical_slab",3515,"Jungle Panel"
"Builders Crafts & Addition","buildersaddition:large_candle",3723,"Large Candle"
"Builders Crafts & Addition","buildersaddition:large_soul_candle",3724,"Large Soul Candle"
"Builders Crafts & Addition","buildersaddition:mossy_cobblestone_vertical_slab",3537,"Mossy Cobblestone Panel"
"Builders Crafts & Addition","buildersaddition:mossy_stone_bricks_vertical_slab",3535,"Mossy Stone Bricks Panel"
"Builders Crafts & Addition","buildersaddition:nether_bricks_vertical_slab",3525,"Nether Bricks Panel"
"Builders Crafts & Addition","buildersaddition:oak_vertical_slab",3512,"Oak Panel"
"Builders Crafts & Addition","buildersaddition:pillow_black",3594,"Black Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_blue",3590,"Blue Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_brown",3591,"Brown Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_cyan",3588,"Cyan Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_gray",3586,"Gray Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_green",3592,"Green Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_light_blue",3582,"Light Blue Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_light_gray",3587,"Light Gray Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_lime",3584,"Lime Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_magenta",3581,"Magenta Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_orange",3580,"Orange Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_pink",3585,"Pink Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_purple",3589,"Purple Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_red",3593,"Red Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_white",3579,"White Pillow"
"Builders Crafts & Addition","buildersaddition:pillow_yellow",3583,"Yellow Pillow"
"Builders Crafts & Addition","buildersaddition:planter",3722,"Barrel Planter"
"Builders Crafts & Addition","buildersaddition:polished_andesite_vertical_slab",3544,"Polished Andesite Panel"
"Builders Crafts & Addition","buildersaddition:polished_blackstone_bricks_vertical_slab",3550,"Polished Blackstone Bricks Panel"
"Builders Crafts & Addition","buildersaddition:polished_blackstone_vertical_slab",3549,"Polished Blackstone Panel"
"Builders Crafts & Addition","buildersaddition:polished_diorite_vertical_slab",3536,"Polished Diorite Panel"
"Builders Crafts & Addition","buildersaddition:polished_granite_vertical_slab",3533,"Polished Granite Panel"
"Builders Crafts & Addition","buildersaddition:prismarine_bricks_vertical_slab",3531,"Prismarine Bricks Panel"
"Builders Crafts & Addition","buildersaddition:prismarine_vertical_slab",3530,"Prismarine Panel"
"Builders Crafts & Addition","buildersaddition:purpur_vertical_slab",3529,"Purpur Panel"
"Builders Crafts & Addition","buildersaddition:quartz_vertical_slab",3526,"Quartz Panel"
"Builders Crafts & Addition","buildersaddition:red_nether_bricks_vertical_slab",3543,"Red Nether Bricks Panel"
"Builders Crafts & Addition","buildersaddition:red_sandstone_vertical_slab",3527,"Red Sandstone Panel"
"Builders Crafts & Addition","buildersaddition:rough_fireplace_guard",3729,"Cast Iron Fireplace Guard"
"Builders Crafts & Addition","buildersaddition:rough_iron_block",3718,"Cast Iron Block"
"Builders Crafts & Addition","buildersaddition:sandstone_vertical_slab",3520,"Sandstone Panel"
"Builders Crafts & Addition","buildersaddition:shelf_acacia",3654,"Acacia Shelf"
"Builders Crafts & Addition","buildersaddition:shelf_birch",3650,"Birch Shelf"
"Builders Crafts & Addition","buildersaddition:shelf_crimson",3656,"Crimson Shelf"
"Builders Crafts & Addition","buildersaddition:shelf_dark_oak",3652,"Dark Oak Shelf"
"Builders Crafts & Addition","buildersaddition:shelf_jungle",3653,"Jungle Shelf"
"Builders Crafts & Addition","buildersaddition:shelf_oak",3649,"Oak Shelf"
"Builders Crafts & Addition","buildersaddition:shelf_spruce",3651,"Spruce Shelf"
"Builders Crafts & Addition","buildersaddition:shelf_warped",3655,"Warped Shelf"
"Builders Crafts & Addition","buildersaddition:shop_sign_wood",3713,"Wooden Shop Sign"
"Builders Crafts & Addition","buildersaddition:smooth_quartz_vertical_slab",3540,"Smooth Quartz Panel"
"Builders Crafts & Addition","buildersaddition:smooth_red_sandstone_vertical_slab",3534,"Smooth Red Sandstone Panel"
"Builders Crafts & Addition","buildersaddition:smooth_sandstone_vertical_slab",3539,"Smooth Sandstone Panel"
"Builders Crafts & Addition","buildersaddition:smooth_stone_vertical_slab",3519,"Smooth Stone Panel"
"Builders Crafts & Addition","buildersaddition:sofa_black",3704,"Black Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_blue",3700,"Blue Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_brown",3701,"Brown Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_cyan",3698,"Cyan Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_gray",3696,"Gray Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_green",3702,"Green Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_light_blue",3692,"Light Blue Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_light_gray",3697,"Light Gray Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_lime",3694,"Lime Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_magenta",3691,"Magenta Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_orange",3690,"Orange Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_pink",3695,"Pink Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_purple",3699,"Purple Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_red",3703,"Red Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_white",3689,"White Sofa"
"Builders Crafts & Addition","buildersaddition:sofa_yellow",3693,"Yellow Sofa"
"Builders Crafts & Addition","buildersaddition:soul_candle",3726,"Soul Candle"
"Builders Crafts & Addition","buildersaddition:speaker",3721,"Midi Speaker"
"Builders Crafts & Addition","buildersaddition:spruce_vertical_slab",3513,"Spruce Panel"
"Builders Crafts & Addition","buildersaddition:stone_bricks_vertical_slab",3524,"Stone Bricks Panel"
"Builders Crafts & Addition","buildersaddition:stone_vertical_slab",3518,"Stone Panel"
"Builders Crafts & Addition","buildersaddition:stool_acacia",3600,"Acacia Stool"
"Builders Crafts & Addition","buildersaddition:stool_birch",3597,"Birch Stool"
"Builders Crafts & Addition","buildersaddition:stool_crimson",3601,"Crimson Stool"
"Builders Crafts & Addition","buildersaddition:stool_dark_oak",3598,"Dark Oak Stool"
"Builders Crafts & Addition","buildersaddition:stool_jungle",3599,"Jungle Stool"
"Builders Crafts & Addition","buildersaddition:stool_oak",3595,"Oak Stool"
"Builders Crafts & Addition","buildersaddition:stool_spruce",3596,"Spruce Stool"
"Builders Crafts & Addition","buildersaddition:stool_warped",3602,"Warped Stool"
"Builders Crafts & Addition","buildersaddition:support_bracket_acacia",3686,"Acacia Support Bracket"
"Builders Crafts & Addition","buildersaddition:support_bracket_birch",3682,"Birch Support Bracket"
"Builders Crafts & Addition","buildersaddition:support_bracket_crimson",3688,"Crimson Support Bracket"
"Builders Crafts & Addition","buildersaddition:support_bracket_dark_oak",3684,"Dark Oak Support Bracket"
"Builders Crafts & Addition","buildersaddition:support_bracket_jungle",3685,"Jungle Support Bracket"
"Builders Crafts & Addition","buildersaddition:support_bracket_oak",3681,"Oak Support Bracket"
"Builders Crafts & Addition","buildersaddition:support_bracket_spruce",3683,"Spruce Support Bracket"
"Builders Crafts & Addition","buildersaddition:support_bracket_warped",3687,"Warped Support Bracket"
"Builders Crafts & Addition","buildersaddition:table_acacia",3576,"Acacia Table"
"Builders Crafts & Addition","buildersaddition:table_birch",3573,"Birch Table"
"Builders Crafts & Addition","buildersaddition:table_crimson",3577,"Crimson Table"
"Builders Crafts & Addition","buildersaddition:table_dark_oak",3574,"Dark Oak Table"
"Builders Crafts & Addition","buildersaddition:table_jungle",3575,"Jungle Table"
"Builders Crafts & Addition","buildersaddition:table_oak",3571,"Oak Table"
"Builders Crafts & Addition","buildersaddition:table_spruce",3572,"Spruce Table"
"Builders Crafts & Addition","buildersaddition:table_warped",3578,"Warped Table"
"Builders Crafts & Addition","buildersaddition:warped_vertical_slab",3547,"Warped Panel"
"Building Gadgets","buildinggadgets:construction_block",1941,"Construction Block"
"Building Gadgets","buildinggadgets:construction_block_dense",1942,"Dense Construction Block"
"Building Gadgets","buildinggadgets:construction_block_powder",1943,"Construction Block Powder"
"Building Gadgets","buildinggadgets:construction_chunk_dense",1939,"Dense Construction Chunk"
"Building Gadgets","buildinggadgets:construction_paste",1938,"Construction Paste"
"Building Gadgets","buildinggadgets:construction_paste_container_creative",1937,"Creative Paste Container"
"Building Gadgets","buildinggadgets:construction_paste_container_t1",1934,"Paste Container"
"Building Gadgets","buildinggadgets:construction_paste_container_t2",1935,"Paste Container T2"
"Building Gadgets","buildinggadgets:construction_paste_container_t3",1936,"Paste Container T3"
"Building Gadgets","buildinggadgets:gadget_building",1930,"Building Gadget"
"Building Gadgets","buildinggadgets:gadget_copy_paste",1932,"Copy-Paste Gadget"
"Building Gadgets","buildinggadgets:gadget_destruction",1933,"Destruction Gadget"
"Building Gadgets","buildinggadgets:gadget_exchanging",1931,"Exchanging Gadget"
"Building Gadgets","buildinggadgets:template",1940,"Template"
"Building Gadgets","buildinggadgets:template_manager",1944,"Template Manager"
"CC: Tweaked","computercraft:cable",3782,"Networking Cable"
"CC: Tweaked","computercraft:computer_advanced",3763,"Advanced Computer"
"CC: Tweaked","computercraft:computer_command",3764,"Command Computer"
"CC: Tweaked","computercraft:computer_normal",3762,"Computer"
"CC: Tweaked","computercraft:disk",3769,"Floppy Disk"
"CC: Tweaked","computercraft:disk_drive",3775,"Disk Drive"
"CC: Tweaked","computercraft:monitor_advanced",3778,"Advanced Monitor"
"CC: Tweaked","computercraft:monitor_normal",3777,"Monitor"
"CC: Tweaked","computercraft:pocket_computer_advanced",3766,"Advanced Pocket Computer"
"CC: Tweaked","computercraft:pocket_computer_normal",3765,"Pocket Computer"
"CC: Tweaked","computercraft:printed_book",3773,"Printed Book"
"CC: Tweaked","computercraft:printed_page",3771,"Printed Page"
"CC: Tweaked","computercraft:printed_pages",3772,"Printed Pages"
"CC: Tweaked","computercraft:printer",3776,"Printer"
"CC: Tweaked","computercraft:speaker",3774,"Speaker"
"CC: Tweaked","computercraft:treasure_disk",3770,"Floppy Disk"
"CC: Tweaked","computercraft:turtle_advanced",3768,"Advanced Turtle"
"CC: Tweaked","computercraft:turtle_normal",3767,"Turtle"
"CC: Tweaked","computercraft:wired_modem",3783,"Wired Modem"
"CC: Tweaked","computercraft:wired_modem_full",3781,"Wired Modem"
"CC: Tweaked","computercraft:wireless_modem_advanced",3780,"Ender Modem"
"CC: Tweaked","computercraft:wireless_modem_normal",3779,"Wireless Modem"
"Cable Tiers","cabletiers:creative_constructor",1803,"Creative Constructor"
"Cable Tiers","cabletiers:creative_destructor",1804,"Creative Destructor"
"Cable Tiers","cabletiers:creative_exporter",1802,"Creative Exporter"
"Cable Tiers","cabletiers:creative_importer",1801,"Creative Importer"
"Cable Tiers","cabletiers:elite_constructor",1795,"Elite Constructor"
"Cable Tiers","cabletiers:elite_destructor",1796,"Elite Destructor"
"Cable Tiers","cabletiers:elite_exporter",1794,"Elite Exporter"
"Cable Tiers","cabletiers:elite_importer",1793,"Elite Importer"
"Cable Tiers","cabletiers:ultra_constructor",1799,"Ultra Constructor"
"Cable Tiers","cabletiers:ultra_destructor",1800,"Ultra Destructor"
"Cable Tiers","cabletiers:ultra_exporter",1798,"Ultra Exporter"
"Cable Tiers","cabletiers:ultra_importer",1797,"Ultra Importer"
"Chunk Loaders","chunkloaders:advanced_chunk_loader",3787,"Advanced Chunk Loader"
"Chunk Loaders","chunkloaders:basic_chunk_loader",3786,"Basic Chunk Loader"
"Chunk Loaders","chunkloaders:single_chunk_loader",3785,"Single Chunk Loader"
"Chunk Loaders","chunkloaders:ultimate_chunk_loader",3788,"Ultimate Chunk Loader"
"Citadel","citadel:citadel_book",1517,"Citadel Book"
"Citadel","citadel:debug",1516,"Citadel Debugger"
"CoFH Core","cofh_core:ectoplasm",4812,"Ectoplasm"
"Comforts","comforts:hammock_black",4256,"Black Hammock Cloth"
"Comforts","comforts:hammock_blue",4252,"Blue Hammock Cloth"
"Comforts","comforts:hammock_brown",4253,"Brown Hammock Cloth"
"Comforts","comforts:hammock_cyan",4250,"Cyan Hammock Cloth"
"Comforts","comforts:hammock_gray",4248,"Gray Hammock Cloth"
"Comforts","comforts:hammock_green",4254,"Green Hammock Cloth"
"Comforts","comforts:hammock_light_blue",4244,"Light Blue Hammock Cloth"
"Comforts","comforts:hammock_light_gray",4249,"Light Gray Hammock Cloth"
"Comforts","comforts:hammock_lime",4246,"Lime Hammock Cloth"
"Comforts","comforts:hammock_magenta",4243,"Magenta Hammock Cloth"
"Comforts","comforts:hammock_orange",4242,"Orange Hammock Cloth"
"Comforts","comforts:hammock_pink",4247,"Pink Hammock Cloth"
"Comforts","comforts:hammock_purple",4251,"Purple Hammock Cloth"
"Comforts","comforts:hammock_red",4255,"Red Hammock Cloth"
"Comforts","comforts:hammock_white",4241,"White Hammock Cloth"
"Comforts","comforts:hammock_yellow",4245,"Yellow Hammock Cloth"
