"Mod name","Registry name","Item ID","Display name","Exists"
"Macaw's Doors","mcwdoors:acacia_four_panel_door","mcwdoors:acacia_four_panel_door","Acacia Four Panel Door","true"
"Macaw's Doors","mcwdoors:acacia_glass_door","mcwdoors:acacia_glass_door","Acacia Glass Door","true"
"Macaw's Doors","mcwdoors:acacia_japanese2_door","mcwdoors:acacia_japanese2_door","Acacia Shoji Whole Door","true"
"Macaw's Doors","mcwdoors:acacia_japanese_door","mcwdoors:acacia_japanese_door","Acacia Shoji Door","true"
"Macaw's Doors","mcwdoors:acacia_modern_door","mcwdoors:acacia_modern_door","Acacia Modern Door","true"
"Macaw's Doors","mcwdoors:acacia_mystic_door","mcwdoors:acacia_mystic_door","Acacia Mystic Door","true"
"Macaw's Doors","mcwdoors:acacia_nether_door","mcwdoors:acacia_nether_door","Acacia Nether Door","true"
"Macaw's Doors","mcwdoors:acacia_paper_door","mcwdoors:acacia_paper_door","Acacia Paper Door","true"
"Macaw's Doors","mcwdoors:acacia_stable_door","mcwdoors:acacia_stable_door","Acacia Stable Door","true"
"Macaw's Doors","mcwdoors:acacia_stable_head_door","mcwdoors:acacia_stable_head_door","Acacia Stable Horse Door","true"
"Macaw's Doors","mcwdoors:acacia_western_door","mcwdoors:acacia_western_door","Acacia Western Door","true"
"Macaw's Doors","mcwdoors:birch_barn_door","mcwdoors:birch_barn_door","Birch Barn Door","true"
"Macaw's Doors","mcwdoors:birch_barn_glass_door","mcwdoors:birch_barn_glass_door","Birch Barn Glassed Door","true"
"Macaw's Doors","mcwdoors:birch_beach_door","mcwdoors:birch_beach_door","Birch Beach Door","true"
"Macaw's Doors","mcwdoors:birch_classic_door","mcwdoors:birch_classic_door","Birch Classic Door","true"
"Macaw's Doors","mcwdoors:birch_cottage_door","mcwdoors:birch_cottage_door","Birch Cottage Door","true"
"Macaw's Doors","mcwdoors:birch_four_panel_door","mcwdoors:birch_four_panel_door","Birch Four Panel Door","true"
"Macaw's Doors","mcwdoors:birch_glass_door","mcwdoors:birch_glass_door","Birch Glass Door","true"
"Macaw's Doors","mcwdoors:birch_japanese2_door","mcwdoors:birch_japanese2_door","Birch Shoji Whole Door","true"
"Macaw's Doors","mcwdoors:birch_japanese_door","mcwdoors:birch_japanese_door","Birch Shoji Door","true"
"Macaw's Doors","mcwdoors:birch_modern_door","mcwdoors:birch_modern_door","Birch Modern Door","true"
"Macaw's Doors","mcwdoors:birch_mystic_door","mcwdoors:birch_mystic_door","Birch Mystic Door","true"
"Macaw's Doors","mcwdoors:birch_nether_door","mcwdoors:birch_nether_door","Birch Nether Door","true"
"Macaw's Doors","mcwdoors:birch_stable_door","mcwdoors:birch_stable_door","Birch Stable Door","true"
"Macaw's Doors","mcwdoors:birch_stable_head_door","mcwdoors:birch_stable_head_door","Birch Stable Horse Door","true"
"Macaw's Doors","mcwdoors:birch_tropical_door","mcwdoors:birch_tropical_door","Birch Tropical Door","true"
"Macaw's Doors","mcwdoors:birch_western_door","mcwdoors:birch_western_door","Birch Western Door","true"
"Macaw's Doors","mcwdoors:crimson_barn_door","mcwdoors:crimson_barn_door","Crimson Barn Door","true"
"Macaw's Doors","mcwdoors:crimson_barn_glass_door","mcwdoors:crimson_barn_glass_door","Crimson Barn Glassed Door","true"
"Macaw's Doors","mcwdoors:crimson_beach_door","mcwdoors:crimson_beach_door","Crimson Beach Door","true"
"Macaw's Doors","mcwdoors:crimson_classic_door","mcwdoors:crimson_classic_door","Crimson Classic Door","true"
"Macaw's Doors","mcwdoors:crimson_cottage_door","mcwdoors:crimson_cottage_door","Crimson Cottage Door","true"
"Macaw's Doors","mcwdoors:crimson_four_panel_door","mcwdoors:crimson_four_panel_door","Crimson Four Panel Door","true"
"Macaw's Doors","mcwdoors:crimson_glass_door","mcwdoors:crimson_glass_door","Crimson Glass Door","true"
"Macaw's Doors","mcwdoors:crimson_japanese2_door","mcwdoors:crimson_japanese2_door","Crimson Shoji Whole Door","true"
"Macaw's Doors","mcwdoors:crimson_japanese_door","mcwdoors:crimson_japanese_door","Crimson Shoji Door","true"
"Macaw's Doors","mcwdoors:crimson_modern_door","mcwdoors:crimson_modern_door","Crimson Modern Door","true"
"Macaw's Doors","mcwdoors:crimson_mystic_door","mcwdoors:crimson_mystic_door","Crimson Mystic Door","true"
"Macaw's Doors","mcwdoors:crimson_paper_door","mcwdoors:crimson_paper_door","Crimson Paper Door","true"
"Macaw's Doors","mcwdoors:crimson_stable_door","mcwdoors:crimson_stable_door","Crimson Stable Door","true"
"Macaw's Doors","mcwdoors:crimson_stable_head_door","mcwdoors:crimson_stable_head_door","Crimson Stable Horse Door","true"
"Macaw's Doors","mcwdoors:crimson_tropical_door","mcwdoors:crimson_tropical_door","Crimson Tropical Door","true"
"Macaw's Doors","mcwdoors:crimson_western_door","mcwdoors:crimson_western_door","Crimson Western Door","true"
"Macaw's Doors","mcwdoors:dark_oak_barn_door","mcwdoors:dark_oak_barn_door","Dark Oak Barn Door","true"
"Macaw's Doors","mcwdoors:dark_oak_barn_glass_door","mcwdoors:dark_oak_barn_glass_door","Dark Oak Barn Glassed Door","true"
"Macaw's Doors","mcwdoors:dark_oak_beach_door","mcwdoors:dark_oak_beach_door","Dark Oak Beach Door","true"
"Macaw's Doors","mcwdoors:dark_oak_classic_door","mcwdoors:dark_oak_classic_door","Dark Oak Classic Door","true"
"Macaw's Doors","mcwdoors:dark_oak_cottage_door","mcwdoors:dark_oak_cottage_door","Dark Oak Cottage Door","true"
"Macaw's Doors","mcwdoors:dark_oak_glass_door","mcwdoors:dark_oak_glass_door","Dark Oak Glass Door","true"
"Macaw's Doors","mcwdoors:dark_oak_japanese2_door","mcwdoors:dark_oak_japanese2_door","Dark Oak Shoji Whole Door","true"
"Macaw's Doors","mcwdoors:dark_oak_japanese_door","mcwdoors:dark_oak_japanese_door","Dark Oak Shoji Door","true"
"Macaw's Doors","mcwdoors:dark_oak_modern_door","mcwdoors:dark_oak_modern_door","Dark Modern Door","true"
"Macaw's Doors","mcwdoors:dark_oak_mystic_door","mcwdoors:dark_oak_mystic_door","Dark Oak Mystic Door","true"
"Macaw's Doors","mcwdoors:dark_oak_nether_door","mcwdoors:dark_oak_nether_door","Dark Oak Nether Door","true"
"Macaw's Doors","mcwdoors:dark_oak_paper_door","mcwdoors:dark_oak_paper_door","Dark Oak Paper Door","true"
"Macaw's Doors","mcwdoors:dark_oak_stable_door","mcwdoors:dark_oak_stable_door","Dark Oak Stable Door","true"
"Macaw's Doors","mcwdoors:dark_oak_stable_head_door","mcwdoors:dark_oak_stable_head_door","Dark Oak Stable Horse Door","true"
"Macaw's Doors","mcwdoors:dark_oak_tropical_door","mcwdoors:dark_oak_tropical_door","Dark Oak Tropical Door","true"
"Macaw's Doors","mcwdoors:dark_oak_western_door","mcwdoors:dark_oak_western_door","Dark Oak Western Door","true"
"Macaw's Doors","mcwdoors:jail_door","mcwdoors:jail_door","Jail Door","true"
"Macaw's Doors","mcwdoors:jungle_barn_door","mcwdoors:jungle_barn_door","Jungle Barn Door","true"
"Macaw's Doors","mcwdoors:jungle_barn_glass_door","mcwdoors:jungle_barn_glass_door","Jungle Barn Glassed Door","true"
"Macaw's Doors","mcwdoors:jungle_classic_door","mcwdoors:jungle_classic_door","Jungle Classic Door","true"
"Macaw's Doors","mcwdoors:jungle_cottage_door","mcwdoors:jungle_cottage_door","Jungle Cottage Door","true"
"Macaw's Doors","mcwdoors:jungle_four_panel_door","mcwdoors:jungle_four_panel_door","Jungle Four Panel Door","true"
"Macaw's Doors","mcwdoors:jungle_glass_door","mcwdoors:jungle_glass_door","Jungle Glass Door","true"
"Macaw's Doors","mcwdoors:jungle_japanese2_door","mcwdoors:jungle_japanese2_door","Jungle Shoji Whole Door","true"
"Macaw's Doors","mcwdoors:jungle_japanese_door","mcwdoors:jungle_japanese_door","Jungle Shoji Door","true"
"Macaw's Doors","mcwdoors:jungle_modern_door","mcwdoors:jungle_modern_door","Jungle Modern Door","true"
"Macaw's Doors","mcwdoors:jungle_mystic_door","mcwdoors:jungle_mystic_door","Jungle Mystic Door","true"
"Macaw's Doors","mcwdoors:jungle_nether_door","mcwdoors:jungle_nether_door","Jungle Nether Door","true"
"Macaw's Doors","mcwdoors:jungle_paper_door","mcwdoors:jungle_paper_door","Jungle Paper Door","true"
"Macaw's Doors","mcwdoors:jungle_stable_door","mcwdoors:jungle_stable_door","Jungle Stable Door","true"
"Macaw's Doors","mcwdoors:jungle_stable_head_door","mcwdoors:jungle_stable_head_door","Jungle Stable Horse Door","true"
"Macaw's Doors","mcwdoors:jungle_tropical_door","mcwdoors:jungle_tropical_door","Jungle Tropical Door","true"
"Macaw's Doors","mcwdoors:jungle_western_door","mcwdoors:jungle_western_door","Jungle Western Door","true"
"Macaw's Doors","mcwdoors:metal_door","mcwdoors:metal_door","Metal Door","true"
"Macaw's Doors","mcwdoors:metal_hospital_door","mcwdoors:metal_hospital_door","Metal Hospital Door","true"
"Macaw's Doors","mcwdoors:metal_reinforced_door","mcwdoors:metal_reinforced_door","Metal Reinforced Door","true"
"Macaw's Doors","mcwdoors:metal_warning_door","mcwdoors:metal_warning_door","Metal Warning Door","true"
"Macaw's Doors","mcwdoors:metal_windowed_door","mcwdoors:metal_windowed_door","Metal Windowed Door","true"
"Macaw's Doors","mcwdoors:oak_barn_door","mcwdoors:oak_barn_door","Oak Barn Door","true"
"Macaw's Doors","mcwdoors:oak_barn_glass_door","mcwdoors:oak_barn_glass_door","Oak Barn Glassed Door","true"
"Macaw's Doors","mcwdoors:oak_beach_door","mcwdoors:oak_beach_door","Oak Beach Door","true"
"Macaw's Doors","mcwdoors:oak_cottage_door","mcwdoors:oak_cottage_door","Oak Cottage Door","true"
"Macaw's Doors","mcwdoors:oak_four_panel_door","mcwdoors:oak_four_panel_door","Oak Four Panel Door","true"
"Macaw's Doors","mcwdoors:oak_glass_door","mcwdoors:oak_glass_door","Oak Glass Door","true"
"Macaw's Doors","mcwdoors:oak_japanese2_door","mcwdoors:oak_japanese2_door","Oak Shoji Whole Door","true"
"Macaw's Doors","mcwdoors:oak_japanese_door","mcwdoors:oak_japanese_door","Oak Shoji Door","true"
"Macaw's Doors","mcwdoors:oak_modern_door","mcwdoors:oak_modern_door","Oak Modern Door","true"
"Macaw's Doors","mcwdoors:oak_mystic_door","mcwdoors:oak_mystic_door","Oak Mystic Door","true"
"Macaw's Doors","mcwdoors:oak_nether_door","mcwdoors:oak_nether_door","Oak Nether Door","true"
"Macaw's Doors","mcwdoors:oak_paper_door","mcwdoors:oak_paper_door","Oak Paper Door","true"
"Macaw's Doors","mcwdoors:oak_stable_door","mcwdoors:oak_stable_door","Oak Stable Door","true"
"Macaw's Doors","mcwdoors:oak_stable_head_door","mcwdoors:oak_stable_head_door","Oak Stable Horse Door","true"
"Macaw's Doors","mcwdoors:oak_tropical_door","mcwdoors:oak_tropical_door","Oak Tropical Door","true"
"Macaw's Doors","mcwdoors:oak_western_door","mcwdoors:oak_western_door","Oak Western Door","true"
"Macaw's Doors","mcwdoors:spruce_barn_door","mcwdoors:spruce_barn_door","Spruce Barn Door","true"
"Macaw's Doors","mcwdoors:spruce_barn_glass_door","mcwdoors:spruce_barn_glass_door","Spruce Barn Glassed Door","true"
"Macaw's Doors","mcwdoors:spruce_beach_door","mcwdoors:spruce_beach_door","Spruce Beach Door","true"
"Macaw's Doors","mcwdoors:spruce_classic_door","mcwdoors:spruce_classic_door","Spruce Classic Door","true"
"Macaw's Doors","mcwdoors:spruce_four_panel_door","mcwdoors:spruce_four_panel_door","Spruce Four Panel Door","true"
"Macaw's Doors","mcwdoors:spruce_glass_door","mcwdoors:spruce_glass_door","Spruce Glass Door","true"
"Macaw's Doors","mcwdoors:spruce_japanese2_door","mcwdoors:spruce_japanese2_door","Spruce Shoji Whole Door","true"
"Macaw's Doors","mcwdoors:spruce_japanese_door","mcwdoors:spruce_japanese_door","Spruce Shoji Door","true"
"Macaw's Doors","mcwdoors:spruce_modern_door","mcwdoors:spruce_modern_door","Spruce Modern Door","true"
"Macaw's Doors","mcwdoors:spruce_mystic_door","mcwdoors:spruce_mystic_door","Spruce Mystic Door","true"
"Macaw's Doors","mcwdoors:spruce_nether_door","mcwdoors:spruce_nether_door","Spruce Nether Door","true"
"Macaw's Doors","mcwdoors:spruce_paper_door","mcwdoors:spruce_paper_door","Spruce Paper Door","true"
"Macaw's Doors","mcwdoors:spruce_stable_door","mcwdoors:spruce_stable_door","Spruce Stable Door","true"
"Macaw's Doors","mcwdoors:spruce_stable_head_door","mcwdoors:spruce_stable_head_door","Spruce Stable Horse Door","true"
"Macaw's Doors","mcwdoors:spruce_tropical_door","mcwdoors:spruce_tropical_door","Spruce Tropical Door","true"
"Macaw's Doors","mcwdoors:spruce_western_door","mcwdoors:spruce_western_door","Spruce Western Door","true"
"Macaw's Doors","mcwdoors:warped_barn_door","mcwdoors:warped_barn_door","Warped Barn Door","true"
"Macaw's Doors","mcwdoors:warped_barn_glass_door","mcwdoors:warped_barn_glass_door","Warped Barn Glassed Door","true"
"Macaw's Doors","mcwdoors:warped_beach_door","mcwdoors:warped_beach_door","Warped Beach Door","true"
"Macaw's Doors","mcwdoors:warped_classic_door","mcwdoors:warped_classic_door","Warped Classic Door","true"
"Macaw's Doors","mcwdoors:warped_cottage_door","mcwdoors:warped_cottage_door","Warped Cottage Door","true"
"Macaw's Doors","mcwdoors:warped_four_panel_door","mcwdoors:warped_four_panel_door","Warped Four Panel Door","true"
"Macaw's Doors","mcwdoors:warped_glass_door","mcwdoors:warped_glass_door","Warped Glass Door","true"
"Macaw's Doors","mcwdoors:warped_japanese2_door","mcwdoors:warped_japanese2_door","Warped Shoji Whole Door","true"
"Macaw's Doors","mcwdoors:warped_japanese_door","mcwdoors:warped_japanese_door","Warped Shoji Door","true"
"Macaw's Doors","mcwdoors:warped_modern_door","mcwdoors:warped_modern_door","Warped Modern Door","true"
"Macaw's Doors","mcwdoors:warped_nether_door","mcwdoors:warped_nether_door","Warped Nether Door","true"
"Macaw's Doors","mcwdoors:warped_paper_door","mcwdoors:warped_paper_door","Warped Paper Door","true"
"Macaw's Doors","mcwdoors:warped_stable_door","mcwdoors:warped_stable_door","Warped Stable Door","true"
"Macaw's Doors","mcwdoors:warped_stable_head_door","mcwdoors:warped_stable_head_door","Warped Stable Horse Door","true"
"Macaw's Doors","mcwdoors:warped_tropical_door","mcwdoors:warped_tropical_door","Warped Tropical Door","true"
"Macaw's Doors","mcwdoors:warped_western_door","mcwdoors:warped_western_door","Warped Western Door","true"
"Macaw's Windows","mcwwindows:acacia_blinds","mcwwindows:acacia_blinds","Acacia Blinds","true"
"Macaw's Windows","mcwwindows:acacia_blinds_tall","mcwwindows:acacia_blinds_tall","Tall Acacia Blinds","true"
"Macaw's Windows","mcwwindows:acacia_log_parapet","mcwwindows:acacia_log_parapet","Acacia Parapet","true"
"Macaw's Windows","mcwwindows:acacia_plank_parapet","mcwwindows:acacia_plank_parapet","Acacia Planks Parapet","true"
"Macaw's Windows","mcwwindows:acacia_plank_window","mcwwindows:acacia_plank_window","Acacia Plank Window","true"
"Macaw's Windows","mcwwindows:acacia_plank_window2","mcwwindows:acacia_plank_window2","Acacia Plank Centre Bar Window","true"
"Macaw's Windows","mcwwindows:acacia_plank_window2_2tall","mcwwindows:acacia_plank_window2_2tall","Acacia Plank Tall Bar Window","true"
"Macaw's Windows","mcwwindows:acacia_planks_win_2tall","mcwwindows:acacia_planks_win_2tall","Acacia Plank Tall Window","true"
"Macaw's Windows","mcwwindows:acacia_win_2tall","mcwwindows:acacia_win_2tall","Acacia Tall Window","true"
"Macaw's Windows","mcwwindows:acacia_window","mcwwindows:acacia_window","Acacia Window","true"
"Macaw's Windows","mcwwindows:acacia_window2","mcwwindows:acacia_window2","Acacia Centre Bar Window","true"
"Macaw's Windows","mcwwindows:acacia_window2_2tall","mcwwindows:acacia_window2_2tall","Acacia Tall Bar Window","true"
"Macaw's Windows","mcwwindows:andesite_parapet","mcwwindows:andesite_parapet","Andesite Parapet","true"
"Macaw's Windows","mcwwindows:andesite_win_2tall","mcwwindows:andesite_win_2tall","Andesite Tall Window","true"
"Macaw's Windows","mcwwindows:andesite_window","mcwwindows:andesite_window","Andesite Bar Window","true"
"Macaw's Windows","mcwwindows:andesite_window2","mcwwindows:andesite_window2","Andesite Window","true"
"Macaw's Windows","mcwwindows:andesite_window2_2tall","mcwwindows:andesite_window2_2tall","Andesite Tall Bar Window","true"
"Macaw's Windows","mcwwindows:birch_blinds","mcwwindows:birch_blinds","Birch Blinds","true"
"Macaw's Windows","mcwwindows:birch_blinds_tall","mcwwindows:birch_blinds_tall","Tall Birch Blinds","true"
"Macaw's Windows","mcwwindows:birch_log_parapet","mcwwindows:birch_log_parapet","Birch Parapet","true"
"Macaw's Windows","mcwwindows:birch_plank_parapet","mcwwindows:birch_plank_parapet","Birch Planks Parapet","true"
"Macaw's Windows","mcwwindows:birch_plank_window","mcwwindows:birch_plank_window","Birch Plank Window","true"
"Macaw's Windows","mcwwindows:birch_plank_window2","mcwwindows:birch_plank_window2","Birch Plank Centre Bar Window","true"
"Macaw's Windows","mcwwindows:birch_plank_window2_2tall","mcwwindows:birch_plank_window2_2tall","Birch Plank Tall Bar Window","true"
"Macaw's Windows","mcwwindows:birch_planks_win_2tall","mcwwindows:birch_planks_win_2tall","Birch Plank Tall Window","true"
"Macaw's Windows","mcwwindows:birch_win_2tall","mcwwindows:birch_win_2tall","Birch Tall Window","true"
"Macaw's Windows","mcwwindows:birch_window","mcwwindows:birch_window","Birch Window","true"
"Macaw's Windows","mcwwindows:birch_window2","mcwwindows:birch_window2","Birch Centre Bar Window","true"
"Macaw's Windows","mcwwindows:birch_window2_2tall","mcwwindows:birch_window2_2tall","Birch Tall Bar Window","true"
"Macaw's Windows","mcwwindows:cobblestone_arrow_slit","mcwwindows:cobblestone_arrow_slit","Cobblestone Arrow Slit","true"
"Macaw's Windows","mcwwindows:crimson_blinds","mcwwindows:crimson_blinds","Crimson Blinds","true"
"Macaw's Windows","mcwwindows:crimson_blinds_tall","mcwwindows:crimson_blinds_tall","Tall Crimson Blinds","true"
"Macaw's Windows","mcwwindows:crimson_plank_parapet","mcwwindows:crimson_plank_parapet","Crimson Planks Parapet","true"
"Macaw's Windows","mcwwindows:crimson_planks_win_2tall","mcwwindows:crimson_planks_win_2tall","Crimson Planks Tall Window","true"
"Macaw's Windows","mcwwindows:crimson_planks_window","mcwwindows:crimson_planks_window","Crimson Planks Bar Window","true"
"Macaw's Windows","mcwwindows:crimson_planks_window2","mcwwindows:crimson_planks_window2","Crimson Planks Window","true"
"Macaw's Windows","mcwwindows:crimson_planks_window2_2tall","mcwwindows:crimson_planks_window2_2tall","Crimson Planks Tall Bar Window","true"
"Macaw's Windows","mcwwindows:crimson_stem_parapet","mcwwindows:crimson_stem_parapet","Crimson Stem Parapet","true"
"Macaw's Windows","mcwwindows:crimson_stem_win_2tall","mcwwindows:crimson_stem_win_2tall","Crimson Stem Tall Window","true"
"Macaw's Windows","mcwwindows:crimson_stem_window","mcwwindows:crimson_stem_window","Crimson Stem Bar Window","true"
"Macaw's Windows","mcwwindows:crimson_stem_window2","mcwwindows:crimson_stem_window2","Crimson Stem Window","true"
"Macaw's Windows","mcwwindows:crimson_stem_window2_2tall","mcwwindows:crimson_stem_window2_2tall","Crimson Stem Tall Bar Window","true"
"Macaw's Windows","mcwwindows:dark_oak_blinds","mcwwindows:dark_oak_blinds","Dark Oak Blinds","true"
"Macaw's Windows","mcwwindows:dark_oak_blinds_tall","mcwwindows:dark_oak_blinds_tall","Tall Dark Oak Blinds","true"
"Macaw's Windows","mcwwindows:dark_oak_log_parapet","mcwwindows:dark_oak_log_parapet","Dark Oak Parapet","true"
"Macaw's Windows","mcwwindows:dark_oak_plank_parapet","mcwwindows:dark_oak_plank_parapet","Dark Oak Planks Parapet","true"
"Macaw's Windows","mcwwindows:dark_oak_plank_window","mcwwindows:dark_oak_plank_window","Dark Oak Plank Window","true"
"Macaw's Windows","mcwwindows:dark_oak_plank_window2","mcwwindows:dark_oak_plank_window2","Dark Oak Centre Bar Window","true"
"Macaw's Windows","mcwwindows:dark_oak_plank_window2_2tall","mcwwindows:dark_oak_plank_window2_2tall","Dark Oak Tall Bar Window","true"
"Macaw's Windows","mcwwindows:dark_oak_planks_win_2tall","mcwwindows:dark_oak_planks_win_2tall","Dark Oak Plank Tall Window","true"
"Macaw's Windows","mcwwindows:dark_oak_win_2tall","mcwwindows:dark_oak_win_2tall","Dark Oak Tall Window","true"
"Macaw's Windows","mcwwindows:dark_oak_window","mcwwindows:dark_oak_window","Dark Oak Window","true"
"Macaw's Windows","mcwwindows:dark_oak_window2","mcwwindows:dark_oak_window2","Dark Oak Centre Bar Window","true"
"Macaw's Windows","mcwwindows:dark_oak_window2_2tall","mcwwindows:dark_oak_window2_2tall","Dark Oak Tall Window","true"
"Macaw's Windows","mcwwindows:diorite_parapet","mcwwindows:diorite_parapet","Diorite Parapet","true"
"Macaw's Windows","mcwwindows:diorite_win_2tall","mcwwindows:diorite_win_2tall","Diorite Tall Window","true"
"Macaw's Windows","mcwwindows:diorite_window","mcwwindows:diorite_window","Diorite Bar Window","true"
"Macaw's Windows","mcwwindows:diorite_window2","mcwwindows:diorite_window2","Diorite Window","true"
"Macaw's Windows","mcwwindows:diorite_window2_2tall","mcwwindows:diorite_window2_2tall","Diorite Tall Bar Window","true"
"Macaw's Windows","mcwwindows:end_brick_gothic","mcwwindows:end_brick_gothic","End Brick Gothic Window","true"
"Macaw's Windows","mcwwindows:end_brick_gothic_tall","mcwwindows:end_brick_gothic_tall","End Brick Gothic Window Tall","true"
"Macaw's Windows","mcwwindows:ender_brick_arrow_slit","mcwwindows:ender_brick_arrow_slit","End Brick Arrow Slit","true"
"Macaw's Windows","mcwwindows:granite_parapet","mcwwindows:granite_parapet","Granite Parapet","true"
"Macaw's Windows","mcwwindows:granite_win_2tall","mcwwindows:granite_win_2tall","Granite Tall Window","true"
"Macaw's Windows","mcwwindows:granite_window","mcwwindows:granite_window","Granite Bar Window","true"
"Macaw's Windows","mcwwindows:granite_window2","mcwwindows:granite_window2","Granite Window","true"
"Macaw's Windows","mcwwindows:granite_window2_2tall","mcwwindows:granite_window2_2tall","Granite Tall Bar Window","true"
"Macaw's Windows","mcwwindows:jungle_blinds","mcwwindows:jungle_blinds","Jungle Blinds","true"
"Macaw's Windows","mcwwindows:jungle_blinds_tall","mcwwindows:jungle_blinds_tall","Tall Jungle Blinds","true"
"Macaw's Windows","mcwwindows:jungle_log_parapet","mcwwindows:jungle_log_parapet","Jungle Parapet","true"
"Macaw's Windows","mcwwindows:jungle_plank_parapet","mcwwindows:jungle_plank_parapet","Jungle Planks Parapet","true"
"Macaw's Windows","mcwwindows:jungle_plank_window","mcwwindows:jungle_plank_window","Jungle Plank Window","true"
"Macaw's Windows","mcwwindows:jungle_plank_window2","mcwwindows:jungle_plank_window2","Jungle Centre Bar Window","true"
"Macaw's Windows","mcwwindows:jungle_plank_window2_2tall","mcwwindows:jungle_plank_window2_2tall","Jungle Plank Tall Bar Window","true"
"Macaw's Windows","mcwwindows:jungle_planks_win_2tall","mcwwindows:jungle_planks_win_2tall","Jungle Plank Tall Window","true"
"Macaw's Windows","mcwwindows:jungle_win_2tall","mcwwindows:jungle_win_2tall","Jungle Tall Window","true"
"Macaw's Windows","mcwwindows:jungle_window","mcwwindows:jungle_window","Jungle Window","true"
"Macaw's Windows","mcwwindows:jungle_window2","mcwwindows:jungle_window2","Jungle Centre Bar Window","true"
"Macaw's Windows","mcwwindows:jungle_window2_2tall","mcwwindows:jungle_window2_2tall","Jungle Tall Bar Window","true"
"Macaw's Windows","mcwwindows:nether_brick_arrow_slit","mcwwindows:nether_brick_arrow_slit","Nether Brick Arrow Slit","true"
"Macaw's Windows","mcwwindows:nether_brick_gothic","mcwwindows:nether_brick_gothic","Nether Brick Gothic Window","true"
"Macaw's Windows","mcwwindows:nether_brick_gothic_tall","mcwwindows:nether_brick_gothic_tall","Nether Brick Gothic Window Tall","true"
"Macaw's Windows","mcwwindows:oak_blinds","mcwwindows:oak_blinds","Oak Blinds","true"
"Macaw's Windows","mcwwindows:oak_blinds_tall","mcwwindows:oak_blinds_tall","Tall Oak Blinds","true"
"Macaw's Windows","mcwwindows:oak_log_parapet","mcwwindows:oak_log_parapet","Oak Parapet","true"
"Macaw's Windows","mcwwindows:oak_plank_parapet","mcwwindows:oak_plank_parapet","Oak Planks Parapet","true"
"Macaw's Windows","mcwwindows:oak_plank_window","mcwwindows:oak_plank_window","Oak Plank Window","true"
"Macaw's Windows","mcwwindows:oak_plank_window2","mcwwindows:oak_plank_window2","Oak Plank Centre Bar Window","true"
"Macaw's Windows","mcwwindows:oak_plank_window2_2tall","mcwwindows:oak_plank_window2_2tall","Oak Plank Tall Bar Window","true"
"Macaw's Windows","mcwwindows:oak_planks_win_2tall","mcwwindows:oak_planks_win_2tall","Oak Plank Tall Window","true"
"Macaw's Windows","mcwwindows:oak_win_2tall","mcwwindows:oak_win_2tall","Oak Tall Window","true"
"Macaw's Windows","mcwwindows:oak_window","mcwwindows:oak_window","Oak Window","true"
"Macaw's Windows","mcwwindows:oak_window2","mcwwindows:oak_window2","Oak Centre Bar Window","true"
"Macaw's Windows","mcwwindows:oak_window2_2tall","mcwwindows:oak_window2_2tall","Oak Tall Bar Window","true"
"Macaw's Windows","mcwwindows:prismarine_brick_gothic","mcwwindows:prismarine_brick_gothic","Prismarine Brick Gothic Window","true"
"Macaw's Windows","mcwwindows:prismarine_brick_gothic_tall","mcwwindows:prismarine_brick_gothic_tall","Prismarine Brick Gothic Window Tall","true"
"Macaw's Windows","mcwwindows:spruce_blinds","mcwwindows:spruce_blinds","Spruce Blinds","true"
"Macaw's Windows","mcwwindows:spruce_blinds_tall","mcwwindows:spruce_blinds_tall","Tall Spruce Blinds","true"
"Macaw's Windows","mcwwindows:spruce_log_parapet","mcwwindows:spruce_log_parapet","Spruce Parapet","true"
"Macaw's Windows","mcwwindows:spruce_plank_parapet","mcwwindows:spruce_plank_parapet","Spruce Planks Parapet","true"
"Macaw's Windows","mcwwindows:spruce_plank_window","mcwwindows:spruce_plank_window","Spruce Plank Window","true"
"Macaw's Windows","mcwwindows:spruce_plank_window2","mcwwindows:spruce_plank_window2","Spruce Plank Centre Bar Window","true"
"Macaw's Windows","mcwwindows:spruce_plank_window2_2tall","mcwwindows:spruce_plank_window2_2tall","Spruce Plank Tall Bar Window","true"
"Macaw's Windows","mcwwindows:spruce_planks_win_2tall","mcwwindows:spruce_planks_win_2tall","Spruce Plank Tall Window","true"
"Macaw's Windows","mcwwindows:spruce_win_2tall","mcwwindows:spruce_win_2tall","Spruce Tall Window","true"
"Macaw's Windows","mcwwindows:spruce_window","mcwwindows:spruce_window","Spruce Window","true"
"Macaw's Windows","mcwwindows:spruce_window2","mcwwindows:spruce_window2","Spruce Centre Bar Window","true"
"Macaw's Windows","mcwwindows:spruce_window2_2tall","mcwwindows:spruce_window2_2tall","Spruce Tall Bar Window","true"
"Macaw's Windows","mcwwindows:stone_brick_arrow_slit","mcwwindows:stone_brick_arrow_slit","Stone Brick Arrow Slit","true"
"Macaw's Windows","mcwwindows:stone_brick_gothic","mcwwindows:stone_brick_gothic","Stone Brick Gothic Window","true"
"Macaw's Windows","mcwwindows:stone_brick_gothic_tall","mcwwindows:stone_brick_gothic_tall","Stone Brick Gothic Window Tall","true"
"Macaw's Windows","mcwwindows:stone_win_2tall","mcwwindows:stone_win_2tall","Stone Tall Window","true"
"Macaw's Windows","mcwwindows:stone_window","mcwwindows:stone_window","Stone Bar Window","true"
